@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_notcleaned' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "20. December 2017, 16:53:14"
@ TABLE %s "ORBIT"
@ TYPE %s "ORBIT"
@ SEQUENCE %s "LHCB1"
@ Q1 %le 0.299858442458
@ Q2 %le 0.33142165071
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned.sdds.liny"
*            NAME                 S             COUNT                 Y              STDY              YMDL            MUYMDL
$              %s               %le               %le               %le               %le               %le               %le
    "BPM.27L2.B1"        25557.2018                 1   -0.418796751364 1.48323969742e-08               0.0        57.8130931
    "BPM.26L2.B1"       25610.65328                 1    0.161514865795 1.48323969742e-08               0.0       57.94924604
    "BPM.25L2.B1"       25664.10477                 1   0.0514306042424 1.48323969742e-08               0.0       58.06308734
    "BPM.24L2.B1"       25717.55625                 1   0.0669886592455 1.48323969742e-08               0.0       58.19925085
    "BPM.23L2.B1"       25771.00773                 1   -0.459540926197 1.48323969742e-08               0.0        58.3130931
    "BPM.22L2.B1"       25824.45922                 1   0.0713401850136 1.48323969742e-08               0.0       58.44924604
    "BPM.21L2.B1"        25877.9107                 1   0.0625617119697 1.48323969742e-08               0.0       58.56308734
    "BPM.20L2.B1"       25931.36219                 1    0.131459039667 1.48323969742e-08               0.0        58.6992504
    "BPM.19L2.B1"       25984.81367                 1   -0.190095309265 1.48323969742e-08               0.0        58.8130873
    "BPM.18L2.B1"       26038.26515                 1     0.77148433953 1.48323969742e-08               0.0       58.94923352
    "BPM.17L2.B1"       26091.71664                 1   -0.334493368626 1.48323969742e-08               0.0       59.06307483
    "BPM.16L2.B1"       26145.16812                 1  -0.0995954342121 1.48323969742e-08               0.0       59.19923789
    "BPM.15L2.B1"       26198.61961                 1    0.444808279639 1.48323969742e-08               0.0       59.31307479
    "BPM.14L2.B1"       26252.07109                 1   -0.260814443752 1.48323969742e-08               0.0       59.44922101
    "BPM.13L2.B1"       26305.52257                 1    0.187180773044 1.48323969742e-08               0.0       59.56306232
    "BPM.12L2.B1"       26358.97406                 1   -0.115859776841 1.48323969742e-08               0.0       59.69821776
    "BPM.11L2.B1"       26412.42554                 1  -0.0167857371288 1.48323969742e-08               0.0       59.81689121
    "BPM.10L2.B1"       26464.26623                 1    0.874423493182 1.48323969742e-08               0.0       59.95693287
     "BPM.9L2.B1"       26503.33322                 1   -0.827352279848 1.48323969742e-08               0.0       60.02668153
     "BPM.8L2.B1"       26543.79821                 1    -1.03279211091 1.48323969742e-08               0.0       60.13706873
     "BPM.7L2.B1"        26582.8662                 1    0.550341310447 1.48323969742e-08               0.0       60.20618479
    "BPMR.6L2.B1"        26614.9722                 1    0.351454140487 1.48323969742e-08               0.0       60.25327776
